day,app,country,action,value
12/31/2012,Video,KSA,Launched,4971
12/31/2012,Video,KSA,Subscribed,1216
12/31/2012,Video,Oman,Launched,9
12/31/2012,Video,Qatar,Installed,52
12/31/2012,Video,Qatar,Launched,105
12/31/2012,Video,Qatar,Subscribed,39
12/31/2012,Video,UAE,Confirmation rejected,5
12/31/2012,Video,UAE,Displayed confirmation,14
12/31/2012,Video,UAE,Installed,10
12/31/2012,Video,UAE,Launched,42
12/31/2012,Video,UAE,Subscribed,9
12/31/2012,VIP Games,Azerbaijan,Launched,3
12/31/2012,VIP Games,Iraq,Installed,1
12/31/2012,VIP Games,Iraq,Launched,24
12/31/2012,VIP Games,Jordan,Installed,32
12/31/2012,VIP Games,Jordan,Launched,169
12/31/2012,VIP Games,Jordan,Subscribed,30
12/31/2012,VIP Games,KSA,Launched,114
12/31/2012,VIP Games,Kuwait,Installed,4
12/31/2012,VIP Games,Kuwait,Launched,14
12/31/2012,VIP Games,Kuwait,Subscribed,4
12/31/2012,VIP Games,Oman,Installed,215
12/31/2012,VIP Games,Oman,Launched,776
12/31/2012,VIP Games,Oman,Subscribed,117
12/31/2012,VIP Games,Qatar,Launched,7
12/31/2012,VIP Games,Qatar,Subscribed,2
12/31/2012,VIP Games,Thailand,Launched,1
12/31/2012,VIP Games,UAE,Confirmation rejected,23
12/31/2012,VIP Games,UAE,Displayed confirmation,99
12/31/2012,VIP Games,UAE,Installed,174
12/31/2012,VIP Games,UAE,Launched,559
12/31/2012,VIP Games,UAE,Subscribed,134
12/31/2012,VIP Games,Yemen,Launched,1
1/1/2013,Babelbay,Iraq,Installed,900
1/1/2013,Babelbay,Iraq,Launched,2035
1/1/2013,Babelbay,Iraq,Subscribed,529
1/1/2013,Babelbay,Jordan,Installed,255
1/1/2013,Babelbay,Jordan,Launched,778
1/1/2013,Babelbay,Jordan,Subscribed,149
1/1/2013,Babelbay,KSA,Launched,45
1/1/2013,Babelbay,Kuwait,Installed,6
1/1/2013,Babelbay,Kuwait,Launched,19
1/1/2013,Babelbay,Kuwait,Subscribed,4
1/1/2013,Babelbay,Oman,Launched,2
1/1/2013,Babelbay,Qatar,Installed,110
1/1/2013,Babelbay,Qatar,Launched,380
1/1/2013,Babelbay,Qatar,Subscribed,48
1/1/2013,Babelbay,UAE,Confirmation rejected,3
1/1/2013,Babelbay,UAE,Displayed confirmation,26
1/1/2013,Babelbay,UAE,Installed,62
1/1/2013,Babelbay,UAE,Launched,222
1/1/2013,Babelbay,UAE,Subscribed,49
1/1/2013,Ringtone,Azerbaijan,Installed,39
1/1/2013,Ringtone,Azerbaijan,Launched,107
1/1/2013,Ringtone,Azerbaijan,Subscribed,27
1/1/2013,Ringtone,Iraq,Installed,263
1/1/2013,Ringtone,Iraq,Launched,722
1/1/2013,Ringtone,Iraq,Subscribed,232
1/1/2013,Ringtone,Jordan,Launched,23
1/1/2013,Ringtone,Jordan,Subscribed,3
1/1/2013,Ringtone,KSA,Installed,174
1/1/2013,Ringtone,KSA,Launched,823
1/1/2013,Ringtone,KSA,Subscribed,197
1/1/2013,Ringtone,Kuwait,Installed,7
1/1/2013,Ringtone,Kuwait,Launched,121
1/1/2013,Ringtone,Kuwait,Subscribed,2
1/1/2013,Ringtone,Oman,Installed,57
1/1/2013,Ringtone,Oman,Launched,343
1/1/2013,Ringtone,Qatar,Installed,59
1/1/2013,Ringtone,Qatar,Launched,310
1/1/2013,Ringtone,UAE,Confirmation rejected,8
1/1/2013,Ringtone,UAE,Displayed confirmation,25
1/1/2013,Ringtone,UAE,Installed,11
1/1/2013,Ringtone,UAE,Launched,136
1/1/2013,Ringtone,UAE,Subscribed,16
1/1/2013,Video,Iraq,Installed,209
1/1/2013,Video,Iraq,Launched,453
1/1/2013,Video,Iraq,Subscribed,145
1/1/2013,Video,Jordan,Installed,76
1/1/2013,Video,Jordan,Launched,169
1/1/2013,Video,Jordan,Subscribed,26
1/1/2013,Video,KSA,Installed,2498
1/1/2013,Video,KSA,Launched,5917
1/1/2013,Video,KSA,Subscribed,1521
1/1/2013,Video,Oman,Launched,6
1/1/2013,Video,Qatar,Installed,41
1/1/2013,Video,Qatar,Launched,94
1/1/2013,Video,Qatar,Subscribed,35
1/1/2013,Video,Russia,Launched,6
1/1/2013,Video,UAE,Confirmation rejected,5
1/1/2013,Video,UAE,Displayed confirmation,11
1/1/2013,Video,UAE,Installed,8
1/1/2013,Video,UAE,Launched,30
1/1/2013,Video,UAE,Subscribed,6
1/1/2013,VIP Games,Iraq,Launched,19
1/1/2013,VIP Games,Jordan,Installed,50
1/1/2013,VIP Games,Jordan,Launched,171
1/1/2013,VIP Games,Jordan,Subscribed,35
1/1/2013,VIP Games,KSA,Launched,156
1/1/2013,VIP Games,Kuwait,Installed,3
1/1/2013,VIP Games,Kuwait,Launched,8
1/1/2013,VIP Games,Kuwait,Subscribed,2
1/1/2013,VIP Games,Oman,Installed,251
1/1/2013,VIP Games,Oman,Launched,869
1/1/2013,VIP Games,Oman,Subscribed,125
1/1/2013,VIP Games,Qatar,Installed,1
1/1/2013,VIP Games,Qatar,Launched,4
1/1/2013,VIP Games,Thailand,Launched,1
1/1/2013,VIP Games,UAE,Confirmation rejected,22
1/1/2013,VIP Games,UAE,Displayed confirmation,119
1/1/2013,VIP Games,UAE,Installed,216
1/1/2013,VIP Games,UAE,Launched,630
1/1/2013,VIP Games,UAE,Subscribed,158
1/2/2013,Babelbay,Azerbaijan,Launched,3
1/2/2013,Babelbay,Iraq,Installed,880
1/2/2013,Babelbay,Iraq,Launched,2046
1/2/2013,Babelbay,Iraq,Subscribed,550
1/2/2013,Babelbay,Jordan,Installed,261
1/2/2013,Babelbay,Jordan,Launched,855
1/2/2013,Babelbay,Jordan,Subscribed,165
1/2/2013,Babelbay,KSA,Launched,32
1/2/2013,Babelbay,Kuwait,Installed,5
1/2/2013,Babelbay,Kuwait,Launched,13
1/2/2013,Babelbay,Oman,Launched,2
1/2/2013,Babelbay,Qatar,Installed,71
1/2/2013,Babelbay,Qatar,Launched,274
1/2/2013,Babelbay,Qatar,Subscribed,29
1/2/2013,Babelbay,UAE,Confirmation rejected,10
1/2/2013,Babelbay,UAE,Displayed confirmation,38
1/2/2013,Babelbay,UAE,Installed,61
1/2/2013,Babelbay,UAE,Launched,178
1/2/2013,Babelbay,UAE,Subscribed,42
1/2/2013,Ringtone,Azerbaijan,Installed,35
1/2/2013,Ringtone,Azerbaijan,Launched,130
1/2/2013,Ringtone,Azerbaijan,Subscribed,28
1/2/2013,Ringtone,Iraq,Installed,248
1/2/2013,Ringtone,Iraq,Launched,728
1/2/2013,Ringtone,Iraq,Subscribed,209
1/2/2013,Ringtone,Jordan,Launched,8
1/2/2013,Ringtone,Jordan,Subscribed,2
1/2/2013,Ringtone,KSA,Installed,173
1/2/2013,Ringtone,KSA,Launched,800
1/2/2013,Ringtone,KSA,Subscribed,205
1/2/2013,Ringtone,Kuwait,Installed,16
1/2/2013,Ringtone,Kuwait,Launched,159
1/2/2013,Ringtone,Kuwait,Subscribed,3
1/2/2013,Ringtone,Oman,Installed,52
1/2/2013,Ringtone,Oman,Launched,379
1/2/2013,Ringtone,Qatar,Installed,65
1/2/2013,Ringtone,Qatar,Launched,284
1/2/2013,Ringtone,UAE,Confirmation rejected,10
1/2/2013,Ringtone,UAE,Displayed confirmation,29
1/2/2013,Ringtone,UAE,Installed,28
1/2/2013,Ringtone,UAE,Launched,163
1/2/2013,Ringtone,UAE,Subscribed,19
1/2/2013,Video,Iraq,Installed,223
1/2/2013,Video,Iraq,Launched,491
1/2/2013,Video,Iraq,Subscribed,154
1/2/2013,Video,Jordan,Installed,47
1/2/2013,Video,Jordan,Launched,129
1/2/2013,Video,Jordan,Subscribed,19
1/2/2013,Video,KSA,Installed,2834
1/2/2013,Video,KSA,Launched,6755
1/2/2013,Video,KSA,Subscribed,1791
1/2/2013,Video,Kuwait,Launched,5
1/2/2013,Video,Oman,Launched,6
1/2/2013,Video,Qatar,Installed,48
1/2/2013,Video,Qatar,Launched,122
1/2/2013,Video,Qatar,Subscribed,30
1/2/2013,Video,UAE,Confirmation rejected,2
1/2/2013,Video,UAE,Displayed confirmation,16
1/2/2013,Video,UAE,Installed,18
1/2/2013,Video,UAE,Launched,46
1/2/2013,Video,UAE,Subscribed,14
1/2/2013,VIP Games,Azerbaijan,Launched,1
1/2/2013,VIP Games,Iraq,Launched,29
1/2/2013,VIP Games,Jordan,Installed,58
1/2/2013,VIP Games,Jordan,Launched,237
1/2/2013,VIP Games,Jordan,Subscribed,38
1/2/2013,VIP Games,KSA,Launched,186
1/2/2013,VIP Games,Kuwait,Installed,2
1/2/2013,VIP Games,Kuwait,Launched,6
1/2/2013,VIP Games,Kuwait,Subscribed,1
1/2/2013,VIP Games,Oman,Installed,221
1/2/2013,VIP Games,Oman,Launched,861
1/2/2013,VIP Games,Oman,Subscribed,118
1/2/2013,VIP Games,Qatar,Launched,5
1/2/2013,VIP Games,Qatar,Subscribed,1
1/2/2013,VIP Games,Russia,Launched,1
1/2/2013,VIP Games,UAE,Confirmation rejected,32
1/2/2013,VIP Games,UAE,Displayed confirmation,159
1/2/2013,VIP Games,UAE,Installed,245
1/2/2013,VIP Games,UAE,Launched,676
1/2/2013,VIP Games,UAE,Subscribed,199
1/3/2013,Babelbay,Iraq,Installed,790
1/3/2013,Babelbay,Iraq,Launched,1898
1/3/2013,Babelbay,Iraq,Subscribed,474
1/3/2013,Babelbay,Jordan,Installed,188
1/3/2013,Babelbay,Jordan,Launched,697
1/3/2013,Babelbay,Jordan,Subscribed,117
1/3/2013,Babelbay,KSA,Launched,25
1/3/2013,Babelbay,Kuwait,Installed,6
1/3/2013,Babelbay,Kuwait,Launched,30
1/3/2013,Babelbay,Oman,Launched,3
1/3/2013,Babelbay,Qatar,Installed,91
1/3/2013,Babelbay,Qatar,Launched,306
1/3/2013,Babelbay,Qatar,Subscribed,44
1/3/2013,Babelbay,UAE,Confirmation rejected,9
1/3/2013,Babelbay,UAE,Displayed confirmation,37
1/3/2013,Babelbay,UAE,Installed,70
1/3/2013,Babelbay,UAE,Launched,205
1/3/2013,Babelbay,UAE,Subscribed,49
1/3/2013,Ringtone,Azerbaijan,Installed,33
1/3/2013,Ringtone,Azerbaijan,Launched,118
1/3/2013,Ringtone,Azerbaijan,Subscribed,27
1/3/2013,Ringtone,Iraq,Installed,254
1/3/2013,Ringtone,Iraq,Launched,737
1/3/2013,Ringtone,Iraq,Subscribed,224
1/3/2013,Ringtone,Jordan,Launched,7
1/3/2013,Ringtone,KSA,Installed,136
1/3/2013,Ringtone,KSA,Launched,598
1/3/2013,Ringtone,KSA,Subscribed,103
1/3/2013,Ringtone,Kuwait,Installed,9
1/3/2013,Ringtone,Kuwait,Launched,102
1/3/2013,Ringtone,Kuwait,Subscribed,3
1/3/2013,Ringtone,Oman,Installed,54
1/3/2013,Ringtone,Oman,Launched,312
1/3/2013,Ringtone,Qatar,Installed,76
1/3/2013,Ringtone,Qatar,Launched,377
1/3/2013,Ringtone,Russia,Launched,2
1/3/2013,Ringtone,UAE,Confirmation rejected,2
1/3/2013,Ringtone,UAE,Displayed confirmation,12
1/3/2013,Ringtone,UAE,Installed,14
1/3/2013,Ringtone,UAE,Launched,97
1/3/2013,Ringtone,UAE,Subscribed,10
1/3/2013,Video,Iraq,Installed,206
1/3/2013,Video,Iraq,Launched,514
1/3/2013,Video,Iraq,Subscribed,168
1/3/2013,Video,Jordan,Installed,40
1/3/2013,Video,Jordan,Launched,116
1/3/2013,Video,Jordan,Subscribed,15
1/3/2013,Video,KSA,Installed,2043
1/3/2013,Video,KSA,Launched,5372
1/3/2013,Video,KSA,Subscribed,1278
1/3/2013,Video,Kuwait,Installed,1
1/3/2013,Video,Oman,Installed,2
1/3/2013,Video,Oman,Launched,9
1/3/2013,Video,Qatar,Installed,53
1/3/2013,Video,Qatar,Launched,126
1/3/2013,Video,Qatar,Subscribed,44
1/3/2013,Video,UAE,Confirmation rejected,3
1/3/2013,Video,UAE,Displayed confirmation,15
1/3/2013,Video,UAE,Installed,10
1/3/2013,Video,UAE,Launched,62
1/3/2013,Video,UAE,Subscribed,12
1/3/2013,VIP Games,Azerbaijan,Launched,2
1/3/2013,VIP Games,Iraq,Launched,15
1/3/2013,VIP Games,Jordan,Installed,45
1/3/2013,VIP Games,Jordan,Launched,159
1/3/2013,VIP Games,Jordan,Subscribed,28
1/3/2013,VIP Games,KSA,Launched,115
1/3/2013,VIP Games,Kuwait,Launched,3
1/3/2013,VIP Games,Oman,Installed,176
1/3/2013,VIP Games,Oman,Launched,733
1/3/2013,VIP Games,Oman,Subscribed,117
1/3/2013,VIP Games,Qatar,Launched,2
1/3/2013,VIP Games,Qatar,Subscribed,1
1/3/2013,VIP Games,UAE,Confirmation rejected,20
1/3/2013,VIP Games,UAE,Displayed confirmation,63
1/3/2013,VIP Games,UAE,Installed,139
1/3/2013,VIP Games,UAE,Launched,469
1/3/2013,VIP Games,UAE,Subscribed,79
1/4/2013,Babelbay,Azerbaijan,Launched,1
1/4/2013,Babelbay,Iraq,Installed,818
1/4/2013,Babelbay,Iraq,Launched,1949
1/4/2013,Babelbay,Iraq,Subscribed,473
1/4/2013,Babelbay,Jordan,Installed,265
1/4/2013,Babelbay,Jordan,Launched,749
1/4/2013,Babelbay,Jordan,Subscribed,154
1/4/2013,Babelbay,KSA,Launched,26
1/4/2013,Babelbay,Kuwait,Installed,7
1/4/2013,Babelbay,Kuwait,Launched,20
1/4/2013,Babelbay,Kuwait,Subscribed,4
1/4/2013,Babelbay,Oman,Launched,5
1/4/2013,Babelbay,Qatar,Installed,85
1/4/2013,Babelbay,Qatar,Launched,262
1/4/2013,Babelbay,Qatar,Subscribed,36
1/4/2013,Babelbay,UAE,Confirmation rejected,4
1/4/2013,Babelbay,UAE,Displayed confirmation,16
1/4/2013,Babelbay,UAE,Installed,82
1/4/2013,Babelbay,UAE,Launched,201
1/4/2013,Babelbay,UAE,Subscribed,17
1/4/2013,Ringtone,Azerbaijan,Installed,23
1/4/2013,Ringtone,Azerbaijan,Launched,100
1/4/2013,Ringtone,Azerbaijan,Subscribed,16
1/4/2013,Ringtone,Iraq,Installed,287
1/4/2013,Ringtone,Iraq,Launched,768
1/4/2013,Ringtone,Iraq,Subscribed,227
1/4/2013,Ringtone,Jordan,Launched,13
1/4/2013,Ringtone,Jordan,Subscribed,2
1/4/2013,Ringtone,KSA,Installed,137
1/4/2013,Ringtone,KSA,Launched,621
1/4/2013,Ringtone,KSA,Subscribed,57
1/4/2013,Ringtone,Kuwait,Installed,12
1/4/2013,Ringtone,Kuwait,Launched,85
1/4/2013,Ringtone,Kuwait,Subscribed,3
1/4/2013,Ringtone,Oman,Installed,11
1/4/2013,Ringtone,Oman,Launched,214
1/4/2013,Ringtone,Qatar,Installed,86
1/4/2013,Ringtone,Qatar,Launched,492
1/4/2013,Ringtone,UAE,Confirmation rejected,11
1/4/2013,Ringtone,UAE,Displayed confirmation,23
1/4/2013,Ringtone,UAE,Installed,16
1/4/2013,Ringtone,UAE,Launched,127
1/4/2013,Ringtone,UAE,Subscribed,12
1/4/2013,Video,Iraq,Installed,252
1/4/2013,Video,Iraq,Launched,637
1/4/2013,Video,Iraq,Subscribed,116
1/4/2013,Video,Jordan,Installed,68
1/4/2013,Video,Jordan,Launched,191
1/4/2013,Video,Jordan,Subscribed,15
1/4/2013,Video,KSA,Installed,2302
1/4/2013,Video,KSA,Launched,5840
1/4/2013,Video,KSA,Subscribed,706
1/4/2013,Video,Kuwait,Launched,2
1/4/2013,Video,Oman,Launched,1
1/4/2013,Video,Qatar,Installed,67
1/4/2013,Video,Qatar,Launched,157
1/4/2013,Video,Qatar,Subscribed,27
1/4/2013,Video,UAE,Confirmation rejected,2
1/4/2013,Video,UAE,Displayed confirmation,5
1/4/2013,Video,UAE,Installed,7
1/4/2013,Video,UAE,Launched,28
1/4/2013,Video,UAE,Subscribed,3
1/4/2013,Video,Yemen,Installed,1
1/4/2013,Video,Yemen,Launched,2
1/4/2013,VIP Games,Iraq,Installed,1
1/4/2013,VIP Games,Iraq,Launched,10
1/4/2013,VIP Games,Jordan,Installed,48
1/4/2013,VIP Games,Jordan,Launched,134
1/4/2013,VIP Games,Jordan,Subscribed,23
1/4/2013,VIP Games,KSA,Launched,54
1/4/2013,VIP Games,Kuwait,Installed,1
1/4/2013,VIP Games,Kuwait,Launched,7
1/4/2013,VIP Games,Kuwait,Subscribed,1
1/4/2013,VIP Games,Oman,Installed,139
1/4/2013,VIP Games,Oman,Launched,641
1/4/2013,VIP Games,Oman,Subscribed,92
1/4/2013,VIP Games,Qatar,Installed,2
1/4/2013,VIP Games,Qatar,Launched,13
1/4/2013,VIP Games,Qatar,Subscribed,5
1/4/2013,VIP Games,UAE,Confirmation rejected,17
1/4/2013,VIP Games,UAE,Displayed confirmation,77
1/4/2013,VIP Games,UAE,Installed,183
1/4/2013,VIP Games,UAE,Launched,585
1/4/2013,VIP Games,UAE,Subscribed,129
1/5/2013,Babelbay,Iraq,Installed,805
1/5/2013,Babelbay,Iraq,Launched,1901
1/5/2013,Babelbay,Iraq,Subscribed,474
1/5/2013,Babelbay,Jordan,Installed,213
1/5/2013,Babelbay,Jordan,Launched,729
1/5/2013,Babelbay,Jordan,Subscribed,122
1/5/2013,Babelbay,KSA,Launched,21
1/5/2013,Babelbay,Kuwait,Installed,3
1/5/2013,Babelbay,Kuwait,Launched,30
1/5/2013,Babelbay,Kuwait,Subscribed,3
1/5/2013,Babelbay,Oman,Launched,2
