day,app,country,action,value
2/7/2013,Ringtone,UAE,Displayed confirmation,35
2/7/2013,Ringtone,UAE,Installed,64
2/7/2013,Ringtone,UAE,Launched,177
2/7/2013,Ringtone,UAE,Subscribed,27
2/7/2013,Video,Azerbaijan,Installed,20
2/7/2013,Video,Azerbaijan,Launched,47
2/7/2013,Video,Azerbaijan,Subscribed,17
2/7/2013,Video,Iraq,Installed,426
2/7/2013,Video,Iraq,Launched,1050
2/7/2013,Video,Iraq,Subscribed,320
2/7/2013,Video,Jordan,Installed,71
2/7/2013,Video,Jordan,Launched,227
2/7/2013,Video,Jordan,Subscribed,40
2/7/2013,Video,KSA,Installed,428
2/7/2013,Video,KSA,Launched,1430
2/7/2013,Video,KSA,Subscribed,298
2/7/2013,Video,Kuwait,Installed,10
2/7/2013,Video,Kuwait,Launched,17
2/7/2013,Video,Kuwait,Subscribed,7
2/7/2013,Video,Oman,Installed,153
2/7/2013,Video,Oman,Launched,417
2/7/2013,Video,Oman,Subscribed,88
2/7/2013,Video,Qatar,Installed,56
2/7/2013,Video,Qatar,Launched,177
2/7/2013,Video,Qatar,Subscribed,67
2/7/2013,Video,Sri lanka,Installed,1
2/7/2013,Video,Sri lanka,Launched,1
2/7/2013,Video,Thailand,Installed,3
2/7/2013,Video,Thailand,Launched,11
2/7/2013,Video,UAE,Confirmation rejected,10
2/7/2013,Video,UAE,Displayed confirmation,35
2/7/2013,Video,UAE,Installed,46
2/7/2013,Video,UAE,Launched,131
2/7/2013,Video,UAE,Subscribed,25
2/7/2013,VIP Games,Iraq,Installed,1
2/7/2013,VIP Games,Iraq,Launched,18
2/7/2013,VIP Games,Jordan,Installed,37
2/7/2013,VIP Games,Jordan,Launched,112
2/7/2013,VIP Games,Jordan,Subscribed,17
2/7/2013,VIP Games,KSA,Installed,1
2/7/2013,VIP Games,KSA,Launched,11
2/7/2013,VIP Games,Kuwait,Launched,3
2/7/2013,VIP Games,Oman,Installed,99
2/7/2013,VIP Games,Oman,Launched,509
2/7/2013,VIP Games,Oman,Subscribed,76
2/7/2013,VIP Games,Qatar,Launched,10
2/7/2013,VIP Games,UAE,Confirmation rejected,16
2/7/2013,VIP Games,UAE,Displayed confirmation,54
2/7/2013,VIP Games,UAE,Installed,121
2/7/2013,VIP Games,UAE,Launched,424
2/7/2013,VIP Games,UAE,Subscribed,89
2/7/2013,WallPapers,Kuwait,Installed,10
2/7/2013,WallPapers,Kuwait,Launched,38
2/7/2013,WallPapers,Kuwait,Subscribed,11
2/7/2013,WallPapers,Oman,Installed,164
2/7/2013,WallPapers,Oman,Launched,476
2/7/2013,WallPapers,Oman,Subscribed,85
2/7/2013,WallPapers,Qatar,Installed,61
2/7/2013,WallPapers,Qatar,Launched,193
2/7/2013,WallPapers,Qatar,Subscribed,5
2/7/2013,WallPapers,UAE,Launched,2
2/8/2013,Babelbay,Iraq,Installed,865
2/8/2013,Babelbay,Iraq,Launched,2029
2/8/2013,Babelbay,Iraq,Subscribed,537
2/8/2013,Babelbay,Jordan,Installed,343
2/8/2013,Babelbay,Jordan,Launched,1224
2/8/2013,Babelbay,Jordan,Subscribed,228
2/8/2013,Babelbay,KSA,Launched,14
2/8/2013,Babelbay,Kuwait,Installed,2
2/8/2013,Babelbay,Kuwait,Launched,14
2/8/2013,Babelbay,Kuwait,Subscribed,1
2/8/2013,Babelbay,Oman,Launched,4
2/8/2013,Babelbay,Qatar,Installed,112
2/8/2013,Babelbay,Qatar,Launched,335
2/8/2013,Babelbay,Qatar,Subscribed,49
2/8/2013,Babelbay,UAE,Confirmation rejected,8
2/8/2013,Babelbay,UAE,Displayed confirmation,36
2/8/2013,Babelbay,UAE,Installed,79
2/8/2013,Babelbay,UAE,Launched,251
2/8/2013,Babelbay,UAE,Subscribed,53
2/8/2013,Ringtone,Azerbaijan,Installed,37
2/8/2013,Ringtone,Azerbaijan,Launched,70
2/8/2013,Ringtone,Azerbaijan,Subscribed,16
2/8/2013,Ringtone,Iraq,Installed,613
2/8/2013,Ringtone,Iraq,Launched,1573
2/8/2013,Ringtone,Iraq,Subscribed,456
2/8/2013,Ringtone,Jordan,Launched,9
2/8/2013,Ringtone,Jordan,Subscribed,1
2/8/2013,Ringtone,KSA,Installed,27
2/8/2013,Ringtone,KSA,Launched,187
2/8/2013,Ringtone,KSA,Subscribed,39
2/8/2013,Ringtone,Kuwait,Installed,29
2/8/2013,Ringtone,Kuwait,Launched,111
2/8/2013,Ringtone,Kuwait,Subscribed,9
2/8/2013,Ringtone,Oman,Installed,247
2/8/2013,Ringtone,Oman,Launched,755
2/8/2013,Ringtone,Oman,Subscribed,195
2/8/2013,Ringtone,Qatar,Installed,80
2/8/2013,Ringtone,Qatar,Launched,319
2/8/2013,Ringtone,Thailand,Launched,4
2/8/2013,Ringtone,UAE,Confirmation rejected,18
2/8/2013,Ringtone,UAE,Displayed confirmation,53
2/8/2013,Ringtone,UAE,Installed,79
2/8/2013,Ringtone,UAE,Launched,241
2/8/2013,Ringtone,UAE,Subscribed,34
2/8/2013,Ringtone,Yemen,Launched,1
2/8/2013,Video,Azerbaijan,Installed,22
2/8/2013,Video,Azerbaijan,Launched,48
2/8/2013,Video,Azerbaijan,Subscribed,15
2/8/2013,Video,Iraq,Installed,574
2/8/2013,Video,Iraq,Launched,1424
2/8/2013,Video,Iraq,Subscribed,478
2/8/2013,Video,Jordan,Installed,94
2/8/2013,Video,Jordan,Launched,331
2/8/2013,Video,Jordan,Subscribed,50
2/8/2013,Video,Kenya,Installed,1
2/8/2013,Video,Kenya,Launched,5
2/8/2013,Video,Kenya,Subscribed,1
2/8/2013,Video,KSA,Installed,372
2/8/2013,Video,KSA,Launched,1599
2/8/2013,Video,KSA,Subscribed,314
2/8/2013,Video,Kuwait,Installed,8
2/8/2013,Video,Kuwait,Launched,30
2/8/2013,Video,Kuwait,Subscribed,10
2/8/2013,Video,Oman,Installed,203
2/8/2013,Video,Oman,Launched,542
2/8/2013,Video,Oman,Subscribed,116
2/8/2013,Video,Qatar,Installed,77
2/8/2013,Video,Qatar,Launched,265
2/8/2013,Video,Qatar,Subscribed,95
2/8/2013,Video,Russia,Installed,1
2/8/2013,Video,Russia,Launched,1
2/8/2013,Video,Sudan,Launched,1
2/8/2013,Video,Thailand,Launched,2
2/8/2013,Video,UAE,Confirmation rejected,7
2/8/2013,Video,UAE,Displayed confirmation,42
2/8/2013,Video,UAE,Installed,52
2/8/2013,Video,UAE,Launched,152
2/8/2013,Video,UAE,Subscribed,35
2/8/2013,VIP Games,Iraq,Installed,1
2/8/2013,VIP Games,Iraq,Launched,11
2/8/2013,VIP Games,Jordan,Installed,48
2/8/2013,VIP Games,Jordan,Launched,171
2/8/2013,VIP Games,Jordan,Subscribed,38
2/8/2013,VIP Games,KSA,Launched,13
2/8/2013,VIP Games,Kuwait,Launched,4
2/8/2013,VIP Games,Oman,Installed,177
2/8/2013,VIP Games,Oman,Launched,732
2/8/2013,VIP Games,Oman,Subscribed,129
2/8/2013,VIP Games,Qatar,Launched,5
2/8/2013,VIP Games,Thailand,Launched,1
2/8/2013,VIP Games,UAE,Confirmation rejected,14
2/8/2013,VIP Games,UAE,Displayed confirmation,66
2/8/2013,VIP Games,UAE,Installed,141
2/8/2013,VIP Games,UAE,Launched,548
2/8/2013,VIP Games,UAE,Subscribed,118
2/8/2013,WallPapers,KSA,Launched,3
2/8/2013,WallPapers,Kuwait,Installed,9
2/8/2013,WallPapers,Kuwait,Launched,31
2/8/2013,WallPapers,Kuwait,Subscribed,4
2/8/2013,WallPapers,Oman,Installed,219
2/8/2013,WallPapers,Oman,Launched,591
2/8/2013,WallPapers,Oman,Subscribed,71
2/8/2013,WallPapers,Qatar,Installed,79
2/8/2013,WallPapers,Qatar,Launched,252
2/8/2013,WallPapers,Qatar,Subscribed,10
2/8/2013,WallPapers,UAE,Launched,3
2/9/2013,Babelbay,Iraq,Installed,734
2/9/2013,Babelbay,Iraq,Launched,1730
2/9/2013,Babelbay,Iraq,Subscribed,453
2/9/2013,Babelbay,Jordan,Installed,282
2/9/2013,Babelbay,Jordan,Launched,1047
2/9/2013,Babelbay,Jordan,Subscribed,205
2/9/2013,Babelbay,Kenya,Installed,3
2/9/2013,Babelbay,Kenya,Launched,23
2/9/2013,Babelbay,Kenya,Subscribed,10
2/9/2013,Babelbay,KSA,Launched,7
2/9/2013,Babelbay,Kuwait,Installed,3
2/9/2013,Babelbay,Kuwait,Launched,9
2/9/2013,Babelbay,Kuwait,Subscribed,1
2/9/2013,Babelbay,Oman,Launched,9
2/9/2013,Babelbay,Qatar,Installed,117
2/9/2013,Babelbay,Qatar,Launched,311
2/9/2013,Babelbay,Qatar,Subscribed,47
2/9/2013,Babelbay,Thailand,Installed,2
2/9/2013,Babelbay,Thailand,Launched,7
2/9/2013,Babelbay,UAE,Confirmation rejected,13
2/9/2013,Babelbay,UAE,Displayed confirmation,42
2/9/2013,Babelbay,UAE,Installed,68
2/9/2013,Babelbay,UAE,Launched,217
2/9/2013,Babelbay,UAE,Subscribed,54
2/9/2013,Ringtone,Azerbaijan,Installed,36
2/9/2013,Ringtone,Azerbaijan,Launched,85
2/9/2013,Ringtone,Azerbaijan,Subscribed,26
2/9/2013,Ringtone,Iraq,Installed,598
2/9/2013,Ringtone,Iraq,Launched,1525
2/9/2013,Ringtone,Iraq,Subscribed,463
2/9/2013,Ringtone,Jordan,Launched,13
2/9/2013,Ringtone,Jordan,Subscribed,1
2/9/2013,Ringtone,Kenya,Launched,6
2/9/2013,Ringtone,KSA,Installed,22
2/9/2013,Ringtone,KSA,Launched,149
2/9/2013,Ringtone,KSA,Subscribed,23
2/9/2013,Ringtone,Kuwait,Installed,35
2/9/2013,Ringtone,Kuwait,Launched,172
2/9/2013,Ringtone,Kuwait,Subscribed,9
2/9/2013,Ringtone,Oman,Installed,318
2/9/2013,Ringtone,Oman,Launched,884
2/9/2013,Ringtone,Oman,Subscribed,238
2/9/2013,Ringtone,Qatar,Installed,88
2/9/2013,Ringtone,Qatar,Launched,355
2/9/2013,Ringtone,UAE,Confirmation rejected,6
2/9/2013,Ringtone,UAE,Displayed confirmation,18
2/9/2013,Ringtone,UAE,Installed,23
2/9/2013,Ringtone,UAE,Launched,121
2/9/2013,Ringtone,UAE,Subscribed,12
2/9/2013,Ringtone,Yemen,Launched,1
2/9/2013,Video,Azerbaijan,Installed,26
2/9/2013,Video,Azerbaijan,Launched,55
2/9/2013,Video,Azerbaijan,Subscribed,15
2/9/2013,Video,Iraq,Installed,496
2/9/2013,Video,Iraq,Launched,1384
2/9/2013,Video,Iraq,Subscribed,449
2/9/2013,Video,Jordan,Installed,90
2/9/2013,Video,Jordan,Launched,306
2/9/2013,Video,Jordan,Subscribed,42
2/9/2013,Video,KSA,Installed,387
2/9/2013,Video,KSA,Launched,1477
2/9/2013,Video,KSA,Subscribed,279
2/9/2013,Video,Kuwait,Installed,4
2/9/2013,Video,Kuwait,Launched,13
2/9/2013,Video,Kuwait,Subscribed,4
2/9/2013,Video,Oman,Installed,250
2/9/2013,Video,Oman,Launched,612
2/9/2013,Video,Oman,Subscribed,135
2/9/2013,Video,Qatar,Installed,60
2/9/2013,Video,Qatar,Launched,227
2/9/2013,Video,Qatar,Subscribed,73
2/9/2013,Video,Sudan,Launched,2
2/9/2013,Video,Thailand,Launched,2
2/9/2013,Video,UAE,Confirmation rejected,3
2/9/2013,Video,UAE,Displayed confirmation,15
2/9/2013,Video,UAE,Installed,22
2/9/2013,Video,UAE,Launched,119
2/9/2013,Video,UAE,Subscribed,11
2/9/2013,Video,Yemen,Installed,1
2/9/2013,Video,Yemen,Launched,1
2/9/2013,VIP Games,Azerbaijan,Launched,1
2/9/2013,VIP Games,Iraq,Launched,11
2/9/2013,VIP Games,Jordan,Installed,52
2/9/2013,VIP Games,Jordan,Launched,193
2/9/2013,VIP Games,Jordan,Subscribed,35
2/9/2013,VIP Games,KSA,Launched,7
2/9/2013,VIP Games,Kuwait,Installed,1
2/9/2013,VIP Games,Kuwait,Launched,3
2/9/2013,VIP Games,Kuwait,Subscribed,1
2/9/2013,VIP Games,Oman,Installed,185
2/9/2013,VIP Games,Oman,Launched,739
2/9/2013,VIP Games,Oman,Subscribed,118
2/9/2013,VIP Games,Qatar,Launched,4
2/9/2013,VIP Games,Qatar,Subscribed,3
2/9/2013,VIP Games,UAE,Confirmation rejected,21
2/9/2013,VIP Games,UAE,Displayed confirmation,83
2/9/2013,VIP Games,UAE,Installed,164
2/9/2013,VIP Games,UAE,Launched,452
2/9/2013,VIP Games,UAE,Subscribed,108
2/9/2013,VIP Games,Yemen,Launched,7
2/9/2013,WallPapers,Iraq,Launched,3
2/9/2013,WallPapers,Jordan,Launched,1
2/9/2013,WallPapers,Kuwait,Installed,9
2/9/2013,WallPapers,Kuwait,Launched,28
2/9/2013,WallPapers,Kuwait,Subscribed,2
2/9/2013,WallPapers,Oman,Installed,279
2/9/2013,WallPapers,Oman,Launched,747
2/9/2013,WallPapers,Oman,Subscribed,96
2/9/2013,WallPapers,Qatar,Installed,57
2/9/2013,WallPapers,Qatar,Launched,223
2/9/2013,WallPapers,Qatar,Subscribed,8
2/9/2013,WallPapers,UAE,Launched,1
2/10/2013,Babelbay,Iraq,Installed,703
2/10/2013,Babelbay,Iraq,Launched,1624
2/10/2013,Babelbay,Iraq,Subscribed,476
2/10/2013,Babelbay,Jordan,Installed,259
2/10/2013,Babelbay,Jordan,Launched,832
2/10/2013,Babelbay,Jordan,Subscribed,157
2/10/2013,Babelbay,Kenya,Installed,2
2/10/2013,Babelbay,Kenya,Launched,1
2/10/2013,Babelbay,Kenya,Subscribed,1
2/10/2013,Babelbay,KSA,Installed,1
2/10/2013,Babelbay,KSA,Launched,10
2/10/2013,Babelbay,Kuwait,Installed,5
2/10/2013,Babelbay,Kuwait,Launched,17
2/10/2013,Babelbay,Kuwait,Subscribed,2
2/10/2013,Babelbay,Oman,Launched,1
2/10/2013,Babelbay,Qatar,Installed,60
2/10/2013,Babelbay,Qatar,Launched,223
2/10/2013,Babelbay,Qatar,Subscribed,19
2/10/2013,Babelbay,Thailand,Installed,1
2/10/2013,Babelbay,Thailand,Launched,4
2/10/2013,Babelbay,UAE,Confirmation rejected,5
2/10/2013,Babelbay,UAE,Displayed confirmation,19
2/10/2013,Babelbay,UAE,Installed,69
2/10/2013,Babelbay,UAE,Launched,224
2/10/2013,Babelbay,UAE,Subscribed,42
2/10/2013,Ringtone,Azerbaijan,Installed,35
2/10/2013,Ringtone,Azerbaijan,Launched,82
2/10/2013,Ringtone,Azerbaijan,Subscribed,31
2/10/2013,Ringtone,Iraq,Installed,582
2/10/2013,Ringtone,Iraq,Launched,1413
2/10/2013,Ringtone,Iraq,Subscribed,483
2/10/2013,Ringtone,Jordan,Launched,3
2/10/2013,Ringtone,Kenya,Launched,2
2/10/2013,Ringtone,KSA,Installed,32
2/10/2013,Ringtone,KSA,Launched,152
2/10/2013,Ringtone,KSA,Subscribed,32
2/10/2013,Ringtone,Kuwait,Installed,40
2/10/2013,Ringtone,Kuwait,Launched,113
2/10/2013,Ringtone,Kuwait,Subscribed,2
2/10/2013,Ringtone,Oman,Installed,307
2/10/2013,Ringtone,Oman,Launched,821
2/10/2013,Ringtone,Oman,Subscribed,225
2/10/2013,Ringtone,Qatar,Installed,95
2/10/2013,Ringtone,Qatar,Launched,303
2/10/2013,Ringtone,Sri lanka,Launched,1
2/10/2013,Ringtone,UAE,Confirmation rejected,4
2/10/2013,Ringtone,UAE,Displayed confirmation,15
2/10/2013,Ringtone,UAE,Installed,16
2/10/2013,Ringtone,UAE,Launched,83
2/10/2013,Ringtone,UAE,Subscribed,11
2/10/2013,Video,Azerbaijan,Installed,25
2/10/2013,Video,Azerbaijan,Launched,49
2/10/2013,Video,Azerbaijan,Subscribed,14
2/10/2013,Video,Iraq,Installed,520
2/10/2013,Video,Iraq,Launched,1291
2/10/2013,Video,Iraq,Subscribed,453
2/10/2013,Video,Jordan,Installed,92
2/10/2013,Video,Jordan,Launched,265
2/10/2013,Video,Jordan,Subscribed,42
2/10/2013,Video,KSA,Installed,435
2/10/2013,Video,KSA,Launched,1325
2/10/2013,Video,KSA,Subscribed,295
2/10/2013,Video,Kuwait,Installed,8
2/10/2013,Video,Kuwait,Launched,21
2/10/2013,Video,Kuwait,Subscribed,6
2/10/2013,Video,Oman,Installed,222
2/10/2013,Video,Oman,Launched,563
2/10/2013,Video,Oman,Subscribed,119
2/10/2013,Video,Qatar,Installed,82
2/10/2013,Video,Qatar,Launched,244
2/10/2013,Video,Qatar,Subscribed,68
2/10/2013,Video,Russia,Launched,1
2/10/2013,Video,Sri lanka,Installed,1
2/10/2013,Video,Sri lanka,Launched,1
2/10/2013,Video,UAE,Confirmation rejected,1
2/10/2013,Video,UAE,Displayed confirmation,14
2/10/2013,Video,UAE,Installed,35
2/10/2013,Video,UAE,Launched,109
2/10/2013,Video,UAE,Subscribed,13
2/10/2013,VIP Games,Azerbaijan,Launched,2
2/10/2013,VIP Games,Iraq,Launched,16
2/10/2013,VIP Games,Jordan,Installed,50
2/10/2013,VIP Games,Jordan,Launched,171
2/10/2013,VIP Games,Jordan,Subscribed,36
2/10/2013,VIP Games,KSA,Launched,21
2/10/2013,VIP Games,Oman,Installed,140
2/10/2013,VIP Games,Oman,Launched,612
2/10/2013,VIP Games,Oman,Subscribed,91
2/10/2013,VIP Games,Qatar,Launched,2
2/10/2013,VIP Games,Sri lanka,Launched,1
2/10/2013,VIP Games,UAE,Confirmation rejected,26
2/10/2013,VIP Games,UAE,Displayed confirmation,80
2/10/2013,VIP Games,UAE,Installed,149
2/10/2013,VIP Games,UAE,Launched,410
2/10/2013,VIP Games,UAE,Subscribed,99
2/10/2013,VIP Games,Yemen,Launched,1
2/10/2013,WallPapers,Kuwait,Installed,10
2/10/2013,WallPapers,Kuwait,Launched,38
2/10/2013,WallPapers,Kuwait,Subscribed,8
2/10/2013,WallPapers,Oman,Installed,272
2/10/2013,WallPapers,Oman,Launched,694
2/10/2013,WallPapers,Oman,Subscribed,89
2/10/2013,WallPapers,Qatar,Installed,86
2/10/2013,WallPapers,Qatar,Launched,218
2/10/2013,WallPapers,Qatar,Subscribed,4
2/10/2013,WallPapers,UAE,Launched,1
2/11/2013,Babelbay,Iraq,Installed,676
2/11/2013,Babelbay,Iraq,Launched,1738
2/11/2013,Babelbay,Iraq,Subscribed,470
2/11/2013,Babelbay,Jordan,Installed,281
2/11/2013,Babelbay,Jordan,Launched,1044
2/11/2013,Babelbay,Jordan,Subscribed,181
2/11/2013,Babelbay,Kenya,Launched,4
2/11/2013,Babelbay,Kenya,Subscribed,1
2/11/2013,Babelbay,KSA,Launched,14
2/11/2013,Babelbay,Kuwait,Installed,4
2/11/2013,Babelbay,Kuwait,Launched,17
2/11/2013,Babelbay,Kuwait,Subscribed,5
2/11/2013,Babelbay,Oman,Launched,1
2/11/2013,Babelbay,Qatar,Installed,61
2/11/2013,Babelbay,Qatar,Launched,230
2/11/2013,Babelbay,Qatar,Subscribed,27
2/11/2013,Babelbay,Sri lanka,Installed,2
2/11/2013,Babelbay,Sri lanka,Launched,4
2/11/2013,Babelbay,UAE,Confirmation rejected,4
2/11/2013,Babelbay,UAE,Displayed confirmation,23
2/11/2013,Babelbay,UAE,Installed,60
2/11/2013,Babelbay,UAE,Launched,206
2/11/2013,Babelbay,UAE,Subscribed,29
2/11/2013,Babelbay,Yemen,Launched,1
2/11/2013,Ringtone,Azerbaijan,Installed,32
2/11/2013,Ringtone,Azerbaijan,Launched,78
2/11/2013,Ringtone,Azerbaijan,Subscribed,25
2/11/2013,Ringtone,Iraq,Installed,522
2/11/2013,Ringtone,Iraq,Launched,1528
2/11/2013,Ringtone,Iraq,Subscribed,430
2/11/2013,Ringtone,Jordan,Launched,8
2/11/2013,Ringtone,KSA,Installed,29
2/11/2013,Ringtone,KSA,Launched,177
2/11/2013,Ringtone,KSA,Subscribed,53
2/11/2013,Ringtone,Kuwait,Installed,34
2/11/2013,Ringtone,Kuwait,Launched,126
2/11/2013,Ringtone,Kuwait,Subscribed,1
2/11/2013,Ringtone,Oman,Installed,300
2/11/2013,Ringtone,Oman,Launched,815
2/11/2013,Ringtone,Oman,Subscribed,193
2/11/2013,Ringtone,Qatar,Installed,123
2/11/2013,Ringtone,Qatar,Launched,421
2/11/2013,Ringtone,Thailand,Launched,1
2/11/2013,Ringtone,UAE,Confirmation rejected,3
2/11/2013,Ringtone,UAE,Displayed confirmation,10
2/11/2013,Ringtone,UAE,Installed,15
2/11/2013,Ringtone,UAE,Launched,90
2/11/2013,Ringtone,UAE,Subscribed,7
2/11/2013,Video,Azerbaijan,Installed,13
2/11/2013,Video,Azerbaijan,Launched,23
2/11/2013,Video,Azerbaijan,Subscribed,6
2/11/2013,Video,Iraq,Installed,533
2/11/2013,Video,Iraq,Launched,1601
2/11/2013,Video,Iraq,Subscribed,515
2/11/2013,Video,Jordan,Installed,84
2/11/2013,Video,Jordan,Launched,266
2/11/2013,Video,Jordan,Subscribed,34
2/11/2013,Video,KSA,Installed,430
2/11/2013,Video,KSA,Launched,1528
2/11/2013,Video,KSA,Subscribed,304
2/11/2013,Video,Kuwait,Installed,3
2/11/2013,Video,Kuwait,Launched,19
2/11/2013,Video,Kuwait,Subscribed,3
2/11/2013,Video,Oman,Installed,242
2/11/2013,Video,Oman,Launched,659
2/11/2013,Video,Oman,Subscribed,151
2/11/2013,Video,Qatar,Installed,115
2/11/2013,Video,Qatar,Launched,361
2/11/2013,Video,Qatar,Subscribed,120
2/11/2013,Video,Russia,Installed,1
2/11/2013,Video,Russia,Launched,3
2/11/2013,Video,Sri lanka,Installed,1
2/11/2013,Video,Sri lanka,Launched,1
2/11/2013,Video,Thailand,Launched,1
2/11/2013,Video,UAE,Confirmation rejected,3
2/11/2013,Video,UAE,Displayed confirmation,21
2/11/2013,Video,UAE,Installed,26
2/11/2013,Video,UAE,Launched,106
2/11/2013,Video,UAE,Subscribed,18
2/11/2013,Video,Yemen,Launched,1
2/11/2013,VIP Games,Iraq,Launched,16
2/11/2013,VIP Games,Jordan,Installed,54
2/11/2013,VIP Games,Jordan,Launched,187
2/11/2013,VIP Games,Jordan,Subscribed,28
2/11/2013,VIP Games,KSA,Launched,25
2/11/2013,VIP Games,Oman,Installed,197
2/11/2013,VIP Games,Oman,Launched,713
2/11/2013,VIP Games,Oman,Subscribed,104
2/11/2013,VIP Games,Qatar,Launched,1
2/11/2013,VIP Games,Qatar,Subscribed,1
2/11/2013,VIP Games,Sudan,Launched,1
2/11/2013,VIP Games,UAE,Confirmation rejected,27
2/11/2013,VIP Games,UAE,Displayed confirmation,53
2/11/2013,VIP Games,UAE,Installed,110
2/11/2013,VIP Games,UAE,Launched,420
2/11/2013,VIP Games,UAE,Subscribed,83
2/11/2013,WallPapers,KSA,Launched,1
2/11/2013,WallPapers,Kuwait,Installed,8
2/11/2013,WallPapers,Kuwait,Launched,31
2/11/2013,WallPapers,Kuwait,Subscribed,4
2/11/2013,WallPapers,Oman,Installed,274
2/11/2013,WallPapers,Oman,Launched,735
2/11/2013,WallPapers,Oman,Subscribed,100
2/11/2013,WallPapers,Qatar,Installed,83
2/11/2013,WallPapers,Qatar,Launched,255
2/11/2013,WallPapers,Qatar,Subscribed,7
2/12/2013,Babelbay,Iraq,Installed,760
2/12/2013,Babelbay,Iraq,Launched,2027
2/12/2013,Babelbay,Iraq,Subscribed,479
2/12/2013,Babelbay,Jordan,Installed,242
2/12/2013,Babelbay,Jordan,Launched,1023
2/12/2013,Babelbay,Jordan,Subscribed,180
2/12/2013,Babelbay,KSA,Installed,1
2/12/2013,Babelbay,KSA,Launched,18
2/12/2013,Babelbay,Kuwait,Installed,3
2/12/2013,Babelbay,Kuwait,Launched,9
2/12/2013,Babelbay,Kuwait,Subscribed,3
2/12/2013,Babelbay,Oman,Installed,2
2/12/2013,Babelbay,Oman,Launched,5
2/12/2013,Babelbay,Qatar,Installed,47
2/12/2013,Babelbay,Qatar,Launched,245
2/12/2013,Babelbay,Qatar,Subscribed,29
2/12/2013,Babelbay,UAE,Confirmation rejected,3
2/12/2013,Babelbay,UAE,Displayed confirmation,19
2/12/2013,Babelbay,UAE,Installed,53
2/12/2013,Babelbay,UAE,Launched,222
2/12/2013,Babelbay,UAE,Subscribed,30
2/12/2013,Ringtone,Azerbaijan,Installed,39
2/12/2013,Ringtone,Azerbaijan,Launched,86
2/12/2013,Ringtone,Azerbaijan,Subscribed,20
2/12/2013,Ringtone,Iraq,Installed,517
2/12/2013,Ringtone,Iraq,Launched,1392
2/12/2013,Ringtone,Iraq,Subscribed,413
2/12/2013,Ringtone,Jordan,Launched,27
2/12/2013,Ringtone,Jordan,Subscribed,4
2/12/2013,Ringtone,KSA,Installed,28
2/12/2013,Ringtone,KSA,Launched,201
2/12/2013,Ringtone,KSA,Subscribed,33
2/12/2013,Ringtone,Kuwait,Installed,55
2/12/2013,Ringtone,Kuwait,Launched,154
2/12/2013,Ringtone,Kuwait,Subscribed,4
2/12/2013,Ringtone,Oman,Installed,441
2/12/2013,Ringtone,Oman,Launched,1197
2/12/2013,Ringtone,Oman,Subscribed,277
2/12/2013,Ringtone,Qatar,Installed,128
2/12/2013,Ringtone,Qatar,Launched,496
2/12/2013,Ringtone,Thailand,Launched,1
2/12/2013,Ringtone,UAE,Confirmation rejected,5
2/12/2013,Ringtone,UAE,Displayed confirmation,17
2/12/2013,Ringtone,UAE,Installed,25
2/12/2013,Ringtone,UAE,Launched,114
2/12/2013,Ringtone,UAE,Subscribed,13
2/12/2013,Video,Azerbaijan,Installed,15
2/12/2013,Video,Azerbaijan,Launched,34
2/12/2013,Video,Azerbaijan,Subscribed,11
2/12/2013,Video,Iraq,Installed,470
2/12/2013,Video,Iraq,Launched,1450
2/12/2013,Video,Iraq,Subscribed,415
2/12/2013,Video,Jordan,Installed,275
2/12/2013,Video,Jordan,Launched,673
2/12/2013,Video,Jordan,Subscribed,76
2/12/2013,Video,Kenya,Installed,1
2/12/2013,Video,Kenya,Launched,2
2/12/2013,Video,KSA,Installed,540
2/12/2013,Video,KSA,Launched,1883
2/12/2013,Video,KSA,Subscribed,390
2/12/2013,Video,Kuwait,Installed,4
2/12/2013,Video,Kuwait,Launched,27
2/12/2013,Video,Kuwait,Subscribed,13
2/12/2013,Video,Oman,Installed,370
2/12/2013,Video,Oman,Launched,924
2/12/2013,Video,Oman,Subscribed,213
2/12/2013,Video,Qatar,Installed,103
2/12/2013,Video,Qatar,Launched,350
2/12/2013,Video,Qatar,Subscribed,112
2/12/2013,Video,Russia,Installed,1
2/12/2013,Video,Russia,Launched,2
2/12/2013,Video,Sri lanka,Launched,4
2/12/2013,Video,Sudan,Launched,1
2/12/2013,Video,UAE,Confirmation rejected,10
2/12/2013,Video,UAE,Displayed confirmation,17
2/12/2013,Video,UAE,Installed,24
2/12/2013,Video,UAE,Launched,107
2/12/2013,Video,UAE,Subscribed,7
2/12/2013,Video,Yemen,Launched,5
2/12/2013,VIP Games,Iraq,Launched,22
2/12/2013,VIP Games,Jordan,Installed,49
2/12/2013,VIP Games,Jordan,Launched,250
2/12/2013,VIP Games,Jordan,Subscribed,34
2/12/2013,VIP Games,KSA,Launched,14
2/12/2013,VIP Games,Kuwait,Installed,1
2/12/2013,VIP Games,Kuwait,Launched,4
2/12/2013,VIP Games,Oman,Installed,178
2/12/2013,VIP Games,Oman,Launched,741
2/12/2013,VIP Games,Oman,Subscribed,118
2/12/2013,VIP Games,Qatar,Launched,5
2/12/2013,VIP Games,Qatar,Subscribed,2
2/12/2013,VIP Games,UAE,Confirmation rejected,17
2/12/2013,VIP Games,UAE,Displayed confirmation,63
2/12/2013,VIP Games,UAE,Installed,145
