Wurfl_Id,wurfl_device_id,wurfl_fall_back,brand_name,model_name,marketing_name,SubMethod_Displayed,SubMethod_SubscribedTo,SubMethod,Visits,Visits_ToOperatorSelection,Visits_ToOperatorSelectionOnly,Submission_OperatorSelection,Visits_ToLandingPage,Submissions,Subscribers,device_os,device_os_version,release_date,mobile_browser
15673,samsung_shw_m100s_ver3_suban234,samsung_shw_m100s_ver1_suban22,Samsung,SHW-M100S,Galaxy A,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.3.4,2010_october,Android Webkit
15678,sonyericsson_x10i_ver1_suban233,sonyericsson_x10i_ver1_suban21,SonyEricsson,X10i,Xperia X10,16,NULL,GooglePlay,7,0,0,0,7,0,0,Android,2.3.3,2010_september,Android Webkit
15678,sonyericsson_x10i_ver1_suban233,sonyericsson_x10i_ver1_suban21,SonyEricsson,X10i,Xperia X10,11,NULL,WAPPIN,22,0,0,0,22,1,0,Android,2.3.3,2010_september,Android Webkit
15678,sonyericsson_x10i_ver1_suban233,sonyericsson_x10i_ver1_suban21,SonyEricsson,X10i,Xperia X10,10,NULL,LINKPIN,3,0,0,0,3,0,0,Android,2.3.3,2010_september,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,11,10,WAPPIN>LINKPIN,2,0,0,0,2,2,2,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,11,16,WAPPIN>GooglePlay,1,0,0,0,1,1,1,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,16,NULL,GooglePlay,400,0,0,0,400,0,0,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,11,NULL,WAPPIN,914,0,0,0,914,34,0,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,16,16,GooglePlay,8,0,0,0,8,8,8,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,NULL,NULL,NULL,7,0,0,0,7,0,0,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,10,NULL,LINKPIN,50,0,0,0,50,8,0,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,11,5,WAPPIN>SMS_WAP,2,0,0,0,2,2,2,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,11,11,WAPPIN,4,0,0,0,4,4,4,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,3,NULL,CLICKTAG,2,0,0,0,2,0,0,Android,2.3,2010_october,Android Webkit
15681,mot_a953_ver1_suban23,mot_a953_ver1,Motorola,A953,MILESTONE 2,10,10,LINKPIN,1,0,0,0,1,1,1,Android,2.3,2010_october,Android Webkit
15684,toshiba_at100_ver1_suban32,toshiba_at100_ver1,Toshiba,AT100,,11,NULL,WAPPIN,9,0,0,0,9,0,0,Android,3.2,2011_february,Android Webkit
15684,toshiba_at100_ver1_suban32,toshiba_at100_ver1,Toshiba,AT100,,16,NULL,GooglePlay,4,0,0,0,4,0,0,Android,3.2,2011_february,Android Webkit
15688,gigabyte_boston_ver1_suban23cm,gigabyte_boston_ver1,Gigabyte,GSMART 1305,Boston,11,NULL,WAPPIN,70,0,0,0,70,1,0,Android,2.3,2011_january,Android Webkit
15688,gigabyte_boston_ver1_suban23cm,gigabyte_boston_ver1,Gigabyte,GSMART 1305,Boston,10,NULL,LINKPIN,2,0,0,0,2,1,0,Android,2.3,2011_january,Android Webkit
15688,gigabyte_boston_ver1_suban23cm,gigabyte_boston_ver1,Gigabyte,GSMART 1305,Boston,16,NULL,GooglePlay,44,0,0,0,44,0,0,Android,2.3,2011_january,Android Webkit
15694,sonyericsson_e10a_ver1_suban21_subuae10a,sonyericsson_e10a_ver1_suban21,SonyEricsson,E10a,Xperia X10 Mini,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,1.6,2010_september,Android Webkit
15703,samsung_gt_i5510_ver1_suban23,samsung_gt_i5510_ver1,Samsung,GT-I5510,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2011_january,Android Webkit
15707,samsung_gt_i5800_ver1_suban23cm,samsung_gt_i5800_ver1,Samsung,GT-I5800,Galaxy 3 Apollo,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.3,2010_september,Android Webkit
15707,samsung_gt_i5800_ver1_suban23cm,samsung_gt_i5800_ver1,Samsung,GT-I5800,Galaxy 3 Apollo,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2010_september,Android Webkit
15713,samsung_gt_i9000_ver1_subt23,samsung_gt_i9000_ver1,Samsung,GT-I9000,Galaxy S,11,NULL,WAPPIN,41,0,0,0,41,4,0,Android,2.3,2010_march,Android Webkit
15713,samsung_gt_i9000_ver1_subt23,samsung_gt_i9000_ver1,Samsung,GT-I9000,Galaxy S,16,NULL,GooglePlay,23,0,0,0,23,0,0,Android,2.3,2010_march,Android Webkit
15715,nokia_x2_05_ver1,nokia_generic_series40_beyond_dp60,Nokia,X2-05,,3,NULL,CLICKTAG,20,0,0,0,20,0,0,,,2011_october,Nokia
15715,nokia_x2_05_ver1,nokia_generic_series40_beyond_dp60,Nokia,X2-05,,NULL,NULL,NULL,3,0,0,0,3,0,0,,,2011_october,Nokia
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,11,NULL,WAPPIN,333,0,0,0,333,8,0,Android,2.3,2011_april,Android Webkit
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,11,10,WAPPIN>LINKPIN,4,0,0,0,4,4,4,Android,2.3,2011_april,Android Webkit
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,16,16,GooglePlay,3,0,0,0,3,3,3,Android,2.3,2011_april,Android Webkit
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,11,16,WAPPIN>GooglePlay,1,0,0,0,1,1,1,Android,2.3,2011_april,Android Webkit
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,10,NULL,LINKPIN,10,0,0,0,10,1,0,Android,2.3,2011_april,Android Webkit
15716,samsung_gt_i9003_ver1_suban23,samsung_gt_i9003_ver1,Samsung,GT-I9003,,16,NULL,GooglePlay,142,0,0,0,142,0,0,Android,2.3,2011_april,Android Webkit
15719,samsung_galaxy_tab_ver1_subuan2_suban23,samsung_galaxy_tab_ver1_subuan2,Samsung,GT-P1000,Galaxy Tab,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2010_september,Android Webkit
15722,samsung_galaxy_tab_p4_ver1_suban31,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,11,NULL,WAPPIN,172,0,0,0,172,3,0,Android,3.1,2011_june,Android Webkit
15722,samsung_galaxy_tab_p4_ver1_suban31,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,10,NULL,LINKPIN,6,0,0,0,6,0,0,Android,3.1,2011_june,Android Webkit
15722,samsung_galaxy_tab_p4_ver1_suban31,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,10,10,LINKPIN,1,0,0,0,1,1,1,Android,3.1,2011_june,Android Webkit
15722,samsung_galaxy_tab_p4_ver1_suban31,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,11,5,WAPPIN>SMS_WAP,1,0,0,0,1,1,1,Android,3.1,2011_june,Android Webkit
15722,samsung_galaxy_tab_p4_ver1_suban31,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,16,NULL,GooglePlay,72,0,0,0,72,0,0,Android,3.1,2011_june,Android Webkit
15723,samsung_galaxy_tab_p4_ver1_suban32,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,11,NULL,WAPPIN,132,0,0,0,132,4,0,Android,3.2,2011_june,Android Webkit
15723,samsung_galaxy_tab_p4_ver1_suban32,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,10,NULL,LINKPIN,2,0,0,0,2,0,0,Android,3.2,2011_june,Android Webkit
15723,samsung_galaxy_tab_p4_ver1_suban32,samsung_galaxy_tab_p4_ver1,Samsung,GT-P7500,Galaxy Tab 10.1,16,NULL,GooglePlay,48,0,0,0,48,0,0,Android,3.2,2011_june,Android Webkit
15725,samsung_gt_s5670_ver1_suban23,samsung_gt_s5670_ver1,Samsung,GT-S5670,Galaxy Fit,10,NULL,LINKPIN,1,0,0,0,1,1,0,Android,2.3,2009_october,Android Webkit
15725,samsung_gt_s5670_ver1_suban23,samsung_gt_s5670_ver1,Samsung,GT-S5670,Galaxy Fit,11,16,WAPPIN>GooglePlay,1,0,0,0,1,1,1,Android,2.3,2009_october,Android Webkit
15725,samsung_gt_s5670_ver1_suban23,samsung_gt_s5670_ver1,Samsung,GT-S5670,Galaxy Fit,11,NULL,WAPPIN,15,0,0,0,15,0,0,Android,2.3,2009_october,Android Webkit
15725,samsung_gt_s5670_ver1_suban23,samsung_gt_s5670_ver1,Samsung,GT-S5670,Galaxy Fit,16,NULL,GooglePlay,10,0,0,0,10,0,0,Android,2.3,2009_october,Android Webkit
15732,htc_aria_ver1_subua6380,htc_aria_ver1,HTC,A6380,Aria,9,NULL,JAVA_APP,1,0,0,0,1,0,0,Android,2.2,2009_october,Android Webkit
15732,htc_aria_ver1_subua6380,htc_aria_ver1,HTC,A6380,Aria,NULL,NULL,NULL,1,0,0,0,1,0,0,Android,2.2,2009_october,Android Webkit
15735,htc_desire_ver1_suban40rom,htc_desire_ver1,HTC,Desire,,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,4,2010_march,Android Webkit
15735,htc_desire_ver1_suban40rom,htc_desire_ver1,HTC,Desire,,11,NULL,WAPPIN,87,0,0,0,87,2,0,Android,4,2010_march,Android Webkit
15735,htc_desire_ver1_suban40rom,htc_desire_ver1,HTC,Desire,,16,NULL,GooglePlay,29,0,0,0,29,0,0,Android,4,2010_march,Android Webkit
15740,htc_incredibles_s710e_ver1_subua_suban23,htc_incredibles_s710e_ver1_subua,HTC,S710E,Incredible S,11,NULL,WAPPIN,20,0,0,0,20,1,0,Android,2.3,2009_october,Android Webkit
15740,htc_incredibles_s710e_ver1_subua_suban23,htc_incredibles_s710e_ver1_subua,HTC,S710E,Incredible S,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.3,2009_october,Android Webkit
15740,htc_incredibles_s710e_ver1_subua_suban23,htc_incredibles_s710e_ver1_subua,HTC,S710E,Incredible S,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
15742,htc_sensation_ver1_suban40rom,htc_sensation_ver1,HTC,Z710,Sensation,11,NULL,WAPPIN,4,0,0,0,4,0,0,Android,4,2011_june,Android Webkit
15743,htc_sensationxe_z715e_ver1_subuabeats,htc_sensationxe_z715e_ver1,HTC,SensationXE Beats Z715e,Sensation,11,NULL,WAPPIN,3,0,0,0,3,0,0,Android,2.3,2011_october,Android Webkit
15743,htc_sensationxe_z715e_ver1_subuabeats,htc_sensationxe_z715e_ver1,HTC,SensationXE Beats Z715e,Sensation,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2011_october,Android Webkit
15743,htc_sensationxe_z715e_ver1_subuabeats,htc_sensationxe_z715e_ver1,HTC,SensationXE Beats Z715e,Sensation,16,16,GooglePlay,1,0,0,0,1,1,1,Android,2.3,2011_october,Android Webkit
15744,htc_sensation_ver1_subz710e_b_suban40rom,htc_sensation_ver1_subz710e_b,HTC,Z710,Sensation,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,4,2011_june,Android Webkit
15745,htc_sensation_ver1_subz710e_suban40rom,htc_sensation_ver1_subz710e,HTC,Z710,Sensation,11,NULL,WAPPIN,5,0,0,0,5,0,0,Android,4,2011_june,Android Webkit
15745,htc_sensation_ver1_subz710e_suban40rom,htc_sensation_ver1_subz710e,HTC,Z710,Sensation,16,NULL,GooglePlay,6,0,0,0,6,0,0,Android,4,2011_june,Android Webkit
15749,htc_vision_ver1_suban23,htc_vision_ver1,HTC,Vision,,11,NULL,WAPPIN,3,0,0,0,3,0,0,Android,2.3,2009_october,Android Webkit
15749,htc_vision_ver1_suban23,htc_vision_ver1,HTC,Vision,,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
15751,htc_wildfire_ver1_subua22_suban23rom,htc_wildfire_ver1_subua22,HTC,Wildfire,,11,NULL,WAPPIN,10,0,0,0,10,0,0,Android,2.3,2010_may,Android Webkit
15751,htc_wildfire_ver1_subua22_suban23rom,htc_wildfire_ver1_subua22,HTC,Wildfire,,16,NULL,GooglePlay,3,0,0,0,3,0,0,Android,2.3,2010_may,Android Webkit
15753,pantech_mirach_ver1_suban23,pantech_mirach_ver1,Pantech,IM-A690L,Mirach,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
15753,pantech_mirach_ver1_suban23,pantech_mirach_ver1,Pantech,IM-A690L,Mirach,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
15760,lg_p500h_ver1_suban23,lg_p500h_ver1,LG,P500h,Optimus One,NULL,NULL,NULL,6,0,0,0,6,0,0,Android,2.3,2009_october,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,10,NULL,LINKPIN,44,0,0,0,44,6,0,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,11,5,WAPPIN>SMS_WAP,2,0,0,0,2,2,2,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,10,10,LINKPIN,1,0,0,0,1,1,1,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,NULL,NULL,NULL,1,0,0,0,1,0,0,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,11,16,WAPPIN>GooglePlay,2,0,0,0,2,2,2,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,16,16,GooglePlay,10,0,0,0,10,10,10,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,11,NULL,WAPPIN,1300,0,0,0,1300,49,0,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,16,NULL,GooglePlay,555,0,0,0,555,0,0,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,11,11,WAPPIN,8,0,0,0,8,8,8,Android,2.3,2011_april,Android Webkit
15761,lg_p920_ver1_suban23,lg_p920_ver1,LG,P920,Optimus 3D,11,10,WAPPIN>LINKPIN,2,0,0,0,2,2,2,Android,2.3,2011_april,Android Webkit
15762,lg_p970_ver1_suban23,lg_p970_ver1,LG,P970,Optimus Black,NULL,NULL,NULL,18,0,0,0,18,0,0,Android,2.3,2010_october,Android Webkit
15762,lg_p970_ver1_suban23,lg_p970_ver1,LG,P970,Optimus Black,3,NULL,CLICKTAG,3,0,0,0,3,0,0,Android,2.3,2010_october,Android Webkit
15763,lg_p990_ver1_suban23,lg_p990_ver1_subua1,LG,P990,Optimus 2X,NULL,NULL,NULL,1,0,0,0,1,0,0,Android,2.3,2011_january,Android Webkit
15771,motorola_mb508_ver1_suban22,motorola_mb508_ver1,Motorola,MB508,Sage,11,NULL,WAPPIN,5,0,0,0,5,0,0,Android,2.2,2009_october,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,10,5,LINKPIN>SMS_WAP,1,0,0,0,1,1,1,Android,4,2011_june,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,11,NULL,WAPPIN,113,0,0,0,113,3,0,Android,4,2011_june,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,11,10,WAPPIN>LINKPIN,1,0,0,0,1,1,1,Android,4,2011_june,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,16,NULL,GooglePlay,56,0,0,0,56,0,0,Android,4,2011_june,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,16,16,GooglePlay,2,0,0,0,2,2,2,Android,4,2011_june,Android Webkit
15774,mot_mb526_ver1_suban40rom,mot_mb526_ver1,Motorola,MB526,,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,4,2011_june,Android Webkit
15780,google_nexusone_ver1_suban40rom,google_nexusone_ver1,Google,Nexus One,HTC Nexus One,11,NULL,WAPPIN,20,0,0,0,20,2,0,Android,4,2009_october,Android Webkit
15780,google_nexusone_ver1_suban40rom,google_nexusone_ver1,Google,Nexus One,HTC Nexus One,16,NULL,GooglePlay,15,0,0,0,15,0,0,Android,4,2009_october,Android Webkit
15787,samsung_sgh_i897_ver1_subi896_suban22,samsung_sgh_i897_ver1_subi896,Samsung,SGH-I896,Galaxy S Captivate,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.2,2010_june,Android Webkit
15789,samsung_sgh_i997_ver1_suban23,samsung_sgh_i997_ver1,Samsung,SGH-I997,Infuse,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.3,2011_june,Android Webkit
15794,samsung_gt_s5830_ver1_suban22_suban23,samsung_gt_s5830_ver1_suban22,Samsung,GT-S5830,Galaxy Ace,11,NULL,WAPPIN,5,0,0,0,5,0,0,Android,2.3,2011_january,Android Webkit
15798,coby_mid7024_ver1,generic_android_ver2_2,Coby,MID7024,Kyros MID7024,11,NULL,WAPPIN,4,0,0,0,4,1,0,Android,2.2,2009_october,Android Webkit
15798,coby_mid7024_ver1,generic_android_ver2_2,Coby,MID7024,Kyros MID7024,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.2,2009_october,Android Webkit
15802,viewsonic_viewpad7_ver1_subua,viewsonic_viewpad7_ver1,ViewSonic,ViewPad7,,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.2,2009_october,Android Webkit
15802,viewsonic_viewpad7_ver1_subua,viewsonic_viewpad7_ver1,ViewSonic,ViewPad7,,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.2,2009_october,Android Webkit
15803,zte_skate_ver1_subuahyphen,zte_skate_ver1,ZTE,Skate,,11,NULL,WAPPIN,2,0,0,0,2,0,0,Android,2.3,2012_january,Android Webkit
15803,zte_skate_ver1_subuahyphen,zte_skate_ver1,ZTE,Skate,,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2012_january,Android Webkit
15806,huawei_u8180_ver1_subuau8180,huawei_u8180_ver1,Huawei,U8180,,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.2,2012_february,Android Webkit
15811,htc_a310e_ver1,generic_android_ver2_3,HTC,A310e,Explorer,11,NULL,WAPPIN,7,0,0,0,7,0,0,Android,2.3,2010_November,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,NULL,NULL,NULL,26,0,0,0,26,0,0,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,3,NULL,CLICKTAG,17,0,0,0,17,0,0,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,10,NULL,LINKPIN,24,0,0,0,24,0,0,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,11,16,WAPPIN>GooglePlay,1,0,0,0,1,1,1,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,11,NULL,WAPPIN,831,0,0,0,831,21,0,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,16,NULL,GooglePlay,337,0,0,0,337,0,0,Android,2.3,2011_march,Android Webkit
15815,htc_desire_s_ver1_subuaorange,htc_desire_s_ver1,HTC,Desire S,,16,16,GooglePlay,6,0,0,0,6,6,6,Android,2.3,2011_march,Android Webkit
15816,htc_desire_s_ver1_subuaspace,htc_desire_s_ver1,HTC,Desire S,,11,NULL,WAPPIN,6,0,0,0,6,0,0,Android,2.3,2011_march,Android Webkit
15816,htc_desire_s_ver1_subuaspace,htc_desire_s_ver1,HTC,Desire S,,16,NULL,GooglePlay,3,0,0,0,3,0,0,Android,2.3,2011_march,Android Webkit
15817,sonyericsson_mt11i_ver1_subuai,sonyericsson_mt11i_ver1,SonyEricsson,MT11i,Xperia Neo V,16,16,GooglePlay,1,0,0,0,1,1,1,Android,2.3,2011_october,Android Webkit
15817,sonyericsson_mt11i_ver1_subuai,sonyericsson_mt11i_ver1,SonyEricsson,MT11i,Xperia Neo V,10,NULL,LINKPIN,8,0,0,0,8,0,0,Android,2.3,2011_october,Android Webkit
15817,sonyericsson_mt11i_ver1_subuai,sonyericsson_mt11i_ver1,SonyEricsson,MT11i,Xperia Neo V,16,NULL,GooglePlay,54,0,0,0,54,0,0,Android,2.3,2011_october,Android Webkit
15817,sonyericsson_mt11i_ver1_subuai,sonyericsson_mt11i_ver1,SonyEricsson,MT11i,Xperia Neo V,11,NULL,WAPPIN,176,0,0,0,176,7,0,Android,2.3,2011_october,Android Webkit
15818,htc_sensation_ver1_subuaorange,htc_sensation_ver1,HTC,Z710,Sensation,16,NULL,GooglePlay,2,0,0,0,2,0,0,Android,2.3,2011_june,Android Webkit
15820,huawei_g7210_ver1,generic_xhtml,Huawei,G7210,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,,,2012_february,Presto/Opera Mobi
15825,samsung_sgh_t959_ver1_suban23,samsung_sgh_t959_ver1,Samsung,SGH-T959,Vibrant,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2009_october,Android Webkit
15825,samsung_sgh_t959_ver1_suban23,samsung_sgh_t959_ver1,Samsung,SGH-T959,Vibrant,11,NULL,WAPPIN,1,0,0,0,1,1,0,Android,2.3,2009_october,Android Webkit
15826,samsung_gt_i9000_ver1_subuat959v_suban23,samsung_gt_i9000_ver1_subuat959v,Samsung,GT-I9000,Galaxy S,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.3,2010_march,Android Webkit
15832,samsung_sph_m580_ver1_suban23,samsung_sph_m580_ver1,Samsung,SPH-M580,Replenish,11,NULL,WAPPIN,1,0,0,0,1,0,0,Android,2.3,2011_august,Android Webkit
15834,sonyericsson_x10a_ver1_suban23,sonyericsson_x10a_ver1,SonyEricsson,X10a,Xperia X10,3,NULL,CLICKTAG,2,0,0,0,2,0,0,Android,2.3,2009_november,Android Webkit
15834,sonyericsson_x10a_ver1_suban23,sonyericsson_x10a_ver1,SonyEricsson,X10a,Xperia X10,NULL,NULL,NULL,2,0,0,0,2,0,0,Android,2.3,2009_november,Android Webkit
15835,sonyericsson_x10i_ver1_suban23,sonyericsson_x10i_ver1,SonyEricsson,X10i,Xperia X10,3,NULL,CLICKTAG,92,0,0,0,92,0,0,Android,2.3,2009_november,Android Webkit
15835,sonyericsson_x10i_ver1_suban23,sonyericsson_x10i_ver1,SonyEricsson,X10i,Xperia X10,NULL,NULL,NULL,217,0,0,0,217,0,0,Android,2.3,2009_november,Android Webkit
15835,sonyericsson_x10i_ver1_suban23,sonyericsson_x10i_ver1,SonyEricsson,X10i,Xperia X10,3,3,CLICKTAG,3,0,0,0,3,3,3,Android,2.3,2009_november,Android Webkit
15845,zte_v9_ver1_suban23rom,zte_v9_ver1,ZTE,V9,,11,NULL,WAPPIN,10,0,0,0,10,0,0,Android,2.3,2010_december,Android Webkit
15845,zte_v9_ver1_suban23rom,zte_v9_ver1,ZTE,V9,,16,NULL,GooglePlay,4,0,0,0,4,0,0,Android,2.3,2010_december,Android Webkit
15854,samsung_yp_gb70_ver1_suban23,samsung_yp_gb70_ver1,Samsung,YP-GB70,WiFi 5.0,10,NULL,LINKPIN,2,0,0,0,2,0,0,Android,2.3,2009_october,Android Webkit
15854,samsung_yp_gb70_ver1_suban23,samsung_yp_gb70_ver1,Samsung,YP-GB70,WiFi 5.0,11,NULL,WAPPIN,12,0,0,0,12,0,0,Android,2.3,2009_october,Android Webkit
15854,samsung_yp_gb70_ver1_suban23,samsung_yp_gb70_ver1,Samsung,YP-GB70,WiFi 5.0,16,NULL,GooglePlay,3,0,0,0,3,0,0,Android,2.3,2009_october,Android Webkit
15859,samsung_gt_s5360_ver1_subua5369,samsung_gt_s5360_ver1,Samsung,GT-S5369,Galaxy Y,16,NULL,GooglePlay,1,0,0,0,1,0,0,Android,2.3,2012_february,Android Webkit
15861,htc_a310e_ver1_subuaslash,htc_a310e_ver1,HTC,A310e,Explorer,16,NULL,GooglePlay,16,0,0,0,16,0,0,Android,2.3,2010_November,Android Webkit
15861,htc_a310e_ver1_subuaslash,htc_a310e_ver1,HTC,A310e,Explorer,11,NULL,WAPPIN,17,0,0,0,17,0,0,Android,2.3,2010_November,Android Webkit
15861,htc_a310e_ver1_subuaslash,htc_a310e_ver1,HTC,A310e,Explorer,10,NULL,LINKPIN,1,0,0,0,1,0,0,Android,2.3,2010_November,Android Webkit
15862,htc_radar_4g_ver1_subc110e_subuamoz5,htc_radar_4g_ver1_subc110e,HTC,Radar 4G,,3,NULL,CLICKTAG,1,0,0,0,1,0,0,Windows Phone OS,7.5,2012_january,IEMobile
15862,htc_radar_4g_ver1_subc110e_subuamoz5,htc_radar_4g_ver1_subc110e,HTC,Radar 4G,,NULL,NULL,NULL,9,0,0,0,9,0,0,Windows Phone OS,7.5,2012_january,IEMobile
15863,nokia_x3_02_ver1_subua673,nokia_x3_02_ver1,Nokia,X3-02,,9,NULL,JAVA_APP,78,0,0,0,78,0,0,,,2010_august,Nokia
15863,nokia_x3_02_ver1_subua673,nokia_x3_02_ver1,Nokia,X3-02,,9,6,JAVA_APP>SMS_DIRECT,2,0,0,0,2,2,2,,,2010_august,Nokia
15863,nokia_x3_02_ver1_subua673,nokia_x3_02_ver1,Nokia,X3-02,,9,9,JAVA_APP,6,0,0,0,6,6,6,,,2010_august,Nokia
15863,nokia_x3_02_ver1_subua673,nokia_x3_02_ver1,Nokia,X3-02,,NULL,NULL,NULL,94,0,0,0,94,0,0,,,2010_august,Nokia
15864,samsung_gt_n7000_ver1_subuaxxkkarom,samsung_gt_n7000_ver1,Samsung,GT-N7000,Galaxy Note,11,NULL,WAPPIN,7,0,0,0,7,0,0,Android,2.3,2011_december,Android Webkit
15864,samsung_gt_n7000_ver1_subuaxxkkarom,samsung_gt_n7000_ver1,Samsung,GT-N7000,Galaxy Note,16,NULL,GooglePlay,3,0,0,0,3,0,0,Android,2.3,2011_december,Android Webkit
